question,gold answers,predicted answer,correct,system
The Hindi/Sanskrit 'kotwal' refers to what profession in India?,"['motor officer', 'policeofficer', 'motorcycle cop', 'law enforcement personnel', 'zaptiah', 'police-woman', 'freezer-duty', 'special officer', 'bobby police', 'police agents', 'policeofficers', 'officer of law', 'policeman', 'police-officer', 'police women', 'freezer duty', 'police woman', 'police officer', 'policemen', 'sbirro', '👮', 'officer of the law', 'police men', 'policewoman', 'becoming a police officer', 'becoming police officer', 'police-officers', 'police agent', 'policewomen', 'police-man', 'police-women', 'police man', 'police-men', 'bobby (police)', 'police officers']",Chief of police,Yes,"['is_true-gemini-2.5-pro', 'label_prob-gemini-2.5-pro', 'verbalized-gemini-2.5-pro']"
The Hindi/Sanskrit 'kotwal' refers to what profession in India?,"['police officer', 'police men', 'sbirro', 'becoming a police officer', 'motor officer', 'policewomen', 'policemen', 'police officers', 'freezer-duty', 'police woman', 'policeman', 'law enforcement personnel', 'police agents', 'special officer', 'zaptiah', 'freezer duty', 'bobby (police)', 'motorcycle cop', 'police-officers', 'police-women', 'officer of law', 'police agent', 'policeofficers', '👮', 'police-man', 'police-men', 'policeofficer', 'bobby police', 'police-woman', 'officer of the law', 'police man', 'police-officer', 'policewoman', 'becoming police officer', 'police women']",Police Chief,Yes,"['is_true-gemini-2.5-flash', 'label_prob-gemini-2.5-flash']"
The Hindi/Sanskrit 'kotwal' refers to what profession in India?,"['bobby (police)', 'policeofficer', 'policewoman', 'police-women', 'policemen', 'policewomen', 'police officer', 'police officers', 'police-officers', 'police-officer', 'freezer duty', 'motor officer', 'officer of the law', 'policeman', 'police agent', 'police women', 'police woman', '👮', 'special officer', 'police men', 'zaptiah', 'becoming police officer', 'policeofficers', 'police-woman', 'police-men', 'police agents', 'motorcycle cop', 'freezer-duty', 'law enforcement personnel', 'officer of law', 'police man', 'sbirro', 'becoming a police officer', 'bobby police', 'police-man']",Police officer or city magistrate,Yes,['verbalized-Ministral-3-8B-Instruct-2512']
The Hindi/Sanskrit 'kotwal' refers to what profession in India?,"['motor officer', 'law enforcement personnel', 'becoming police officer', 'bobby police', 'police agent', 'freezer-duty', 'policeofficer', 'police-officers', 'police man', 'policeman', 'police men', 'policewomen', 'becoming a police officer', 'policewoman', 'policeofficers', 'bobby (police)', 'freezer duty', 'police officers', 'police officer', 'sbirro', 'police-man', 'police-women', 'police-woman', 'zaptiah', '👮', 'police women', 'police-men', 'police woman', 'motorcycle cop', 'police agents', 'officer of the law', 'police-officer', 'special officer', 'officer of law', 'policemen']",Police chief or head of a police station.,Yes,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
The Hindi/Sanskrit 'kotwal' refers to what profession in India?,"['policewoman', 'policewomen', 'police-woman', 'special officer', 'policemen', 'officer of law', 'zaptiah', 'policeofficer', 'law enforcement personnel', 'police officer', 'freezer-duty', 'police woman', 'bobby (police)', 'police women', 'police agents', 'police man', 'sbirro', 'motor officer', 'police-officer', 'police agent', '👮', 'police-officers', 'police-women', 'policeman', 'bobby police', 'police officers', 'motorcycle cop', 'freezer duty', 'police men', 'becoming a police officer', 'becoming police officer', 'police-men', 'policeofficers', 'police-man', 'officer of the law']",Police chief,Yes,"['is_true-gemini-2.5-flash-lite', 'label_prob-gemini-2.5-flash-lite', 'verbalized-gemini-2.5-flash']"
The Hindi/Sanskrit 'kotwal' refers to what profession in India?,"['freezer duty', 'police agent', 'policeofficers', 'becoming a police officer', 'special officer', 'policeofficer', 'sbirro', 'police-woman', 'motor officer', '👮', 'police-man', 'police officer', 'police man', 'police woman', 'policewomen', 'police men', 'officer of the law', 'police-officers', 'zaptiah', 'becoming police officer', 'bobby police', 'police-officer', 'police-men', 'law enforcement personnel', 'police officers', 'motorcycle cop', 'policewoman', 'officer of law', 'bobby (police)', 'policeman', 'policemen', 'police agents', 'police-women', 'police women', 'freezer-duty']",Police chief,No,['verbalized-gemini-2.5-flash-lite']
Who won baseball's first World Series of the 80s?,"['philadelphia phillies', 'phillies', ""phightin' phils"", 'phils', 'philadelphia blue jays', 'philadelphia phillies/quakers', 'phills', 'the philadelphia phillies', 'the phils', 'phillies roster', 'philadelphia phillie', 'the phillies', 'philadelphia phillies roster', 'philadelphia phil', 'list of philadelphia phillies captains', 'philadelphia phillis', 'philadelphia phyllis', 'phightin phils', 'phillies nation', 'the pillies', 'pillies', 'philadelphia phillies (sports)', 'the phills', 'filies', 'philadelphia phillies quakers', 'philadelphia phillies sports']",Kansas City Royals,No,"['is_true-GLM-4.6V-Flash', 'is_true-Qwen3.5-9B', 'label_prob-GLM-4.6V-Flash', 'label_prob-Qwen3.5-9B']"
Who won baseball's first World Series of the 80s?,"['the phills', 'philadelphia phillies quakers', 'the phillies', 'filies', 'list of philadelphia phillies captains', 'philadelphia blue jays', 'phils', 'philadelphia phyllis', 'philadelphia phillies/quakers', 'philadelphia phillis', 'philadelphia phil', 'philadelphia phillies', 'philadelphia phillies sports', 'philadelphia phillies (sports)', 'the philadelphia phillies', 'philadelphia phillies roster', ""phightin' phils"", 'phightin phils', 'philadelphia phillie', 'phillies nation', 'the phils', 'phillies', 'the pillies', 'phills', 'pillies', 'phillies roster']",Los Angeles Dodgers,No,['verbalized-Qwen3.5-9B']
Who won baseball's first World Series of the 80s?,"['philadelphia phillies/quakers', 'the pillies', 'philadelphia phyllis', 'philadelphia phillies sports', 'philadelphia phillies (sports)', 'philadelphia phillies roster', 'the phills', 'phillies', 'phillies roster', 'philadelphia phillies', 'philadelphia blue jays', ""phightin' phils"", 'filies', 'list of philadelphia phillies captains', 'phils', 'the phils', 'pillies', 'philadelphia phillis', 'phills', 'philadelphia phillie', 'the phillies', 'the philadelphia phillies', 'philadelphia phil', 'phightin phils', 'philadelphia phillies quakers', 'phillies nation']",New York Yankees,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
Who won baseball's first World Series of the 80s?,"['philadelphia phil', 'the phillies', 'the philadelphia phillies', 'phils', 'filies', 'the pillies', 'phightin phils', 'philadelphia phillies (sports)', 'list of philadelphia phillies captains', ""phightin' phils"", 'philadelphia phillies/quakers', 'phills', 'philadelphia phyllis', 'philadelphia phillies quakers', 'the phils', 'philadelphia phillies sports', 'phillies roster', 'philadelphia phillis', 'the phills', 'pillies', 'philadelphia blue jays', 'philadelphia phillie', 'philadelphia phillies', 'phillies nation', 'phillies', 'philadelphia phillies roster']",Oakland Athletics,No,['verbalized-GLM-4.6V-Flash']
Who won baseball's first World Series of the 80s?,"['philadelphia phillies', 'phightin phils', 'the phils', 'pillies', 'phills', 'philadelphia phyllis', 'philadelphia phillies (sports)', 'philadelphia phillie', 'phillies roster', ""phightin' phils"", 'filies', 'the phillies', 'list of philadelphia phillies captains', 'philadelphia blue jays', 'phillies', 'the philadelphia phillies', 'philadelphia phillies roster', 'the pillies', 'phils', 'the phills', 'philadelphia phillies/quakers', 'philadelphia phillies sports', 'phillies nation', 'philadelphia phillies quakers', 'philadelphia phillis', 'philadelphia phil']",Pittsburgh Pirates,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512', 'verbalized-Ministral-3-8B-Instruct-2512']"
"Who is the vice President of the,USA?","['ashley biden', 'joseph biden jr', 'senator obiden', 'joseph r biden', 'joe biden, jr.', 'biden joseph r jr', 'joe r. biden', 'joe r. biden, jr.', 'vice president biden', 'joseph robinette biden jr.', 'joseph robinette 22joe 22 biden jr', 'joel biden', 'joseph r biden jr', 'biden, joseph r., jr.', 'biden, joe', 'biden joe', 'joseph robinette jr biden', 'jean finnegan biden', 'joe biden', 'joe r biden', 'joseph robinette %22joe%22 biden, jr.', 'vice president joe biden', 'joe bidden', 'joseph robinette biden jr', 'joseph robinette biden', 'biden', 'joseph r. biden, jr', 'joe r biden jr', 'joseph r. biden jr.', 'joe biden jr', 'joseph robinette biden, jr.', 'o biden', 'bdien', ""senator o'biden"", 'joesph biden', 'joseph r. biden', 'amtrak joe', 'joseph r. biden, jr.', 'catherine eugenia finnegan', 'senator joe biden', ""o'biden"", 'jean biden', 'joseph biden', 'joseph robinette jr. biden', 'joseph biden, jr.', 'senator o biden', 'jo biden', 'joebiden']",Kamala Harris,No,"['is_true-GLM-4.6V-Flash', 'is_true-Ministral-3-8B-Instruct-2512', 'is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'is_true-gemini-2.5-flash', 'is_true-gemini-2.5-flash-lite', 'is_true-gemini-2.5-pro', 'label_prob-GLM-4.6V-Flash', 'label_prob-Ministral-3-8B-Instruct-2512', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'label_prob-gemini-2.5-flash', 'label_prob-gemini-2.5-flash-lite', 'label_prob-gemini-2.5-pro', 'verbalized-GLM-4.6V-Flash', 'verbalized-Ministral-3-8B-Instruct-2512', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B', 'verbalized-gemini-2.5-flash', 'verbalized-gemini-2.5-flash-lite', 'verbalized-gemini-2.5-pro']"
The 'impossible' Penrose Stairs and Devil's Pitchfork are famous?,"['circularvection', 'visual illusions', 'eye illusion', 'cube dilemma', 'optic illusion', 'optical illusions', 'trick of the eye', 'perceptual organization', 'visual illusion', 'optical illusion', 'trick of eye']",0.7,No,['verbalized-Ministral-3-8B-Instruct-2512']
The 'impossible' Penrose Stairs and Devil's Pitchfork are famous?,"['perceptual organization', 'optic illusion', 'visual illusions', 'cube dilemma', 'trick of the eye', 'eye illusion', 'optical illusion', 'optical illusions', 'trick of eye', 'circularvection', 'visual illusion']",1987.,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
The 'impossible' Penrose Stairs and Devil's Pitchfork are famous?,"['optical illusions', 'circularvection', 'optical illusion', 'trick of eye', 'perceptual organization', 'visual illusions', 'eye illusion', 'optic illusion', 'trick of the eye', 'visual illusion', 'cube dilemma']",Yes,No,"['is_true-Qwen3.5-9B', 'is_true-gemini-2.5-flash', 'is_true-gemini-2.5-flash-lite', 'label_prob-Qwen3.5-9B', 'label_prob-gemini-2.5-flash', 'label_prob-gemini-2.5-flash-lite', 'verbalized-GLM-4.6V-Flash', 'verbalized-Qwen3.5-9B', 'verbalized-gemini-2.5-pro']"
"What is the surname of the father and son who rode Grand National winners, L'Escargot in 1975 and Bobbyjo in 1999?","['carberry (disambiguation)', 'carberry disambiguation', 'carberry']",L'Escargot,No,['verbalized-Qwen3.5-9B']
"What is the surname of the father and son who rode Grand National winners, L'Escargot in 1975 and Bobbyjo in 1999?","['carberry (disambiguation)', 'carberry disambiguation', 'carberry']",**Quinn**,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
"What is the surname of the father and son who rode Grand National winners, L'Escargot in 1975 and Bobbyjo in 1999?","['carberry disambiguation', 'carberry', 'carberry (disambiguation)']",Moore,No,['verbalized-Qwen3.5-4B']
"What is the surname of the father and son who rode Grand National winners, L'Escargot in 1975 and Bobbyjo in 1999?","['carberry (disambiguation)', 'carberry disambiguation', 'carberry']",Nicholls,No,['verbalized-GLM-4.6V-Flash']
"What is the surname of the father and son who rode Grand National winners, L'Escargot in 1975 and Bobbyjo in 1999?","['carberry (disambiguation)', 'carberry disambiguation', 'carberry']",O'Brien,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
"What is the surname of the father and son who rode Grand National winners, L'Escargot in 1975 and Bobbyjo in 1999?","['carberry disambiguation', 'carberry', 'carberry (disambiguation)']",O'Neill,No,"['is_true-gemini-2.5-flash-lite', 'label_prob-gemini-2.5-flash-lite', 'verbalized-gemini-2.5-flash-lite']"
"What is the surname of the father and son who rode Grand National winners, L'Escargot in 1975 and Bobbyjo in 1999?","['carberry (disambiguation)', 'carberry disambiguation', 'carberry']",Walsh,No,"['is_true-gemini-2.5-pro', 'label_prob-gemini-2.5-pro']"
"What is the surname of the father and son who rode Grand National winners, L'Escargot in 1975 and Bobbyjo in 1999?","['carberry disambiguation', 'carberry', 'carberry (disambiguation)']",Dewhurst,No,['verbalized-Ministral-3-8B-Instruct-2512']
"What is the surname of the father and son who rode Grand National winners, L'Escargot in 1975 and Bobbyjo in 1999?","['carberry (disambiguation)', 'carberry', 'carberry disambiguation']",Hennessy,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"What is the surname of the father and son who rode Grand National winners, L'Escargot in 1975 and Bobbyjo in 1999?","['carberry (disambiguation)', 'carberry', 'carberry disambiguation']",Burke,No,['verbalized-gemini-2.5-flash']
Which car company produces a model called Eos?,"['folksvagon', 'volkswagens', 'volkswagen r', 'volkswagen france', 'v w', 'folkswagon', 'v-dub', 'volks wagen', 'volkswagon', 'das auto', 'gas auto', 'v.w.', 'vw', 'v dub', 'volkswagen roccan', 'volkswagen', 'v. w.', 'vw motorsport', 'lamando']",Aston Martin,No,['verbalized-Qwen3.5-4B']
Which car company produces a model called Eos?,"['v-dub', 'v w', 'folksvagon', 'volkswagen france', 'vw', 'gas auto', 'volkswagon', 'lamando', 'volkswagens', 'das auto', 'v. w.', 'volkswagen roccan', 'v dub', 'volks wagen', 'folkswagon', 'vw motorsport', 'v.w.', 'volkswagen r', 'volkswagen']",Citroën,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Which car company produces a model called Eos?,"['volkswagen', 'v dub', 'vw', 'volks wagen', 'v-dub', 'gas auto', 'volkswagens', 'das auto', 'volkswagen france', 'v. w.', 'volkswagen roccan', 'v.w.', 'volkswagon', 'folkswagon', 'lamando', 'v w', 'volkswagen r', 'vw motorsport', 'folksvagon']",Audi,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
Which car company produces a model called Eos?,"['v. w.', 'volkswagens', 'volkswagen roccan', 'vw', 'volkswagen r', 'volkswagon', 'das auto', 'vw motorsport', 'v.w.', 'folksvagon', 'folkswagon', 'v w', 'v dub', 'v-dub', 'gas auto', 'volkswagen france', 'volkswagen', 'volks wagen', 'lamando']",Jaguar,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Which car company produces a model called Eos?,"['v w', 'das auto', 'vw', 'v.w.', 'folkswagon', 'volkswagen', 'volkswagens', 'volkswagon', 'volkswagen france', 'volks wagen', 'v dub', 'v-dub', 'lamando', 'v. w.', 'volkswagen r', 'vw motorsport', 'volkswagen roccan', 'folksvagon', 'gas auto']",Porsche,No,['verbalized-Ministral-3-8B-Instruct-2512']
"""""""The Hunchback of Notre Dame"""" by Victor Hugo is one of the greatest ever French novels. What is the original French title of the book ?""","['cathédrale notre dame de paris', 'paris cathedral', 'catedral notre-dame de paris', 'our lady of paris', 'notre dame de paris', 'cathedral of notre-dam', 'cathédrale notre-dame de paris', 'notre dame at paris', 'notre dame (paris)', 'notre-dame-de-paris', 'cathédrale notre dame', 'cathedral of notre-dame, paris', 'cathedrale notre-dame', 'cathedral of notre dam', 'catedral notre dame de paris', 'notre dame cathedral of paris', 'catedral notre-dame', 'abbey of notre dame des prés', 'notre dame of paris', 'cathedrale notre dame', 'cathedral notre-dame', 'notre-dame, paris', 'cathedral notre dame', 'notre-dame at paris', 'catedral de notre dame', 'abbey of the notre dame des prés', 'notre-dame de paris', 'notre dame, paris', 'cathedral of notre dame paris', 'nôtre dame', 'notre-dame cathedral', 'cathedral of notre dame', 'cathédrale notre-dame', 'catedral notre dame', 'nôtre dame de paris', 'notre dame paris', 'notre dame cathedral', 'notre-dame of paris']","""Notre-Dame de Paris""",No,"['is_true-GLM-4.6V-Flash', 'is_true-Ministral-3-8B-Instruct-2512', 'label_prob-GLM-4.6V-Flash', 'label_prob-Ministral-3-8B-Instruct-2512', 'verbalized-Ministral-3-8B-Instruct-2512']"
