question,gold answers,predicted answer,correct,system
On a motorway what is the speed limit for a car towing a caravan?,"['sixty speed', '60 speed', '60 mph', 'sixty  speed']",50 mph (80 km/h)**.,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
What is the name of the line separating the numerator and denominator of a fraction if it is written as a diagonal line?,"['solidus (disambiguation)', 'solidus', 'solidus line', 'solidus disambiguation']",Slant,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
What is the name of the line separating the numerator and denominator of a fraction if it is written as a diagonal line?,"['solidus line', 'solidus', 'solidus disambiguation', 'solidus (disambiguation)']",Fraction bar,No,['verbalized-Qwen3.5-4B']
What is the name of the line separating the numerator and denominator of a fraction if it is written as a diagonal line?,"['solidus (disambiguation)', 'solidus line', 'solidus disambiguation', 'solidus']",vinculum,No,"['is_true-GLM-4.6V-Flash', 'is_true-Ministral-3-8B-Instruct-2512', 'label_prob-GLM-4.6V-Flash', 'label_prob-Ministral-3-8B-Instruct-2512', 'verbalized-GLM-4.6V-Flash']"
What is the name of the line separating the numerator and denominator of a fraction if it is written as a diagonal line?,"['solidus line', 'solidus (disambiguation)', 'solidus', 'solidus disambiguation']",diagonal,No,['verbalized-Qwen3.5-9B']
What is the name of the line separating the numerator and denominator of a fraction if it is written as a diagonal line?,"['solidus (disambiguation)', 'solidus disambiguation', 'solidus', 'solidus line']",Vinculum,No,['verbalized-Ministral-3-8B-Instruct-2512']
What is the name of the line separating the numerator and denominator of a fraction if it is written as a diagonal line?,"['solidus', 'solidus line', 'solidus disambiguation', 'solidus (disambiguation)']",Slash,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
The flag of the Great Socialist People's Libyan Arab Jamahiriya was what single colour?,"['green', 'rgb 0 255 0', 'color green', 'list of terms associated with color green', 'avacado (color)', 'rgb(0, 255, 0)', '(0, 255, 0)', 'green colour', 'the color green', 'greenishness', 'avacado color', 'greenishly', 'green color', 'greenness', '0 255 0', 'green (color)', 'list of terms associated with the color green', 'the colour green', 'pastel green', 'greenest', 'colour green', 'green (colour)']",Red,No,"['is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B']"
"What dish, especially popular in parts of Wales and the English Midlands,  is traditionally made from pig's heart, liver and fatty belly meat or bacon minced together, with herbs added for flavouring ...","['ffagott', 'faggot-stitch', 'faggoter', 'faggottry', 'fagatt', 'faggotting', 'fagoting', 'faggot-stitching', 'faggot', 'faggoteer', 'faggat', 'fagit', 'faggot stitch', 'fagget', 'faggott', 'fagotting', 'faggots', 'faggot disambiguation', 'fagate', 'faggit', 'fagett', 'faggot (disambiguation)', 'faggoting', 'faggot stitching']",Black Pudding,No,['verbalized-Qwen3.5-9B']
"What dish, especially popular in parts of Wales and the English Midlands,  is traditionally made from pig's heart, liver and fatty belly meat or bacon minced together, with herbs added for flavouring ...","['faggot (disambiguation)', 'fagotting', 'faggots', 'fagatt', 'fagate', 'ffagott', 'fagett', 'faggot stitching', 'faggotting', 'faggottry', 'faggoting', 'faggot', 'faggot disambiguation', 'faggit', 'faggot stitch', 'fagget', 'faggat', 'faggoteer', 'fagoting', 'fagit', 'faggot-stitching', 'faggot-stitch', 'faggoter', 'faggott']",Black pudding,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
"What dish, especially popular in parts of Wales and the English Midlands,  is traditionally made from pig's heart, liver and fatty belly meat or bacon minced together, with herbs added for flavouring ...","['fagett', 'fagatt', 'fagget', 'faggottry', 'faggotting', 'faggot', 'fagate', 'faggoter', 'faggoting', 'faggat', 'fagoting', 'faggot (disambiguation)', 'faggit', 'faggots', 'faggott', 'fagit', 'faggoteer', 'ffagott', 'faggot-stitch', 'faggot stitch', 'faggot-stitching', 'fagotting', 'faggot disambiguation', 'faggot stitching']",Cawl,No,['verbalized-Qwen3.5-4B']
"What dish, especially popular in parts of Wales and the English Midlands,  is traditionally made from pig's heart, liver and fatty belly meat or bacon minced together, with herbs added for flavouring ...","['faggottry', 'fagotting', 'faggot-stitching', 'faggotting', 'faggoting', 'faggoter', 'faggat', 'fagate', 'faggots', 'faggot disambiguation', 'faggot stitching', 'faggoteer', 'fagoting', 'faggot', 'fagit', 'faggott', 'fagett', 'faggit', 'faggot-stitch', 'faggot stitch', 'faggot (disambiguation)', 'fagatt', 'ffagott', 'fagget']",Cawl** (though not quite—more likely **Black Pudding** or **Welsh Rarebit**—but closer: **Bara Brith**? No—**Bara Brith** is a fruit loaf. Wait—**Welsh Cawl**? No. **Haggis**? No. **Bangers and Mash**...,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"What dish, especially popular in parts of Wales and the English Midlands,  is traditionally made from pig's heart, liver and fatty belly meat or bacon minced together, with herbs added for flavouring ...","['fagate', 'faggot-stitching', 'faggott', 'fagett', 'faggot stitching', 'faggat', 'faggoting', 'fagit', 'faggit', 'faggoteer', 'faggoter', 'faggot (disambiguation)', 'ffagott', 'faggottry', 'faggots', 'faggot disambiguation', 'faggot', 'fagget', 'fagoting', 'faggotting', 'faggot-stitch', 'fagatt', 'fagotting', 'faggot stitch']",Corndog,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
"What dish, especially popular in parts of Wales and the English Midlands,  is traditionally made from pig's heart, liver and fatty belly meat or bacon minced together, with herbs added for flavouring ...","['faggot-stitching', 'faggoting', 'faggot (disambiguation)', 'fagatt', 'fagit', 'fagotting', 'faggot-stitch', 'fagoting', 'faggot disambiguation', 'faggot', 'fagate', 'faggoter', 'faggoteer', 'faggotting', 'faggot stitching', 'fagett', 'faggat', 'faggottry', 'faggots', 'fagget', 'faggot stitch', 'ffagott', 'faggit', 'faggott']","Welsh Rarebit (or ""Caws Roll"")",No,['verbalized-Ministral-3-8B-Instruct-2512']
"What dish, especially popular in parts of Wales and the English Midlands,  is traditionally made from pig's heart, liver and fatty belly meat or bacon minced together, with herbs added for flavouring ...","['faggot', 'ffagott', 'faggat', 'fagatt', 'faggot-stitch', 'fagit', 'faggottry', 'faggoter', 'faggotting', 'faggots', 'faggot (disambiguation)', 'faggoteer', 'faggit', 'fagoting', 'fagget', 'faggott', 'faggot stitching', 'fagotting', 'faggot stitch', 'faggoting', 'fagett', 'faggot disambiguation', 'faggot-stitching', 'fagate']",Welsh rarebit,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
"What dish, especially popular in parts of Wales and the English Midlands,  is traditionally made from pig's heart, liver and fatty belly meat or bacon minced together, with herbs added for flavouring ...","['faggot stitch', 'faggottry', 'fagatt', 'faggot disambiguation', 'faggot-stitching', 'faggoteer', 'faggotting', 'faggots', 'faggot (disambiguation)', 'fagoting', 'faggoter', 'fagate', 'faggot stitching', 'faggoting', 'fagotting', 'faggat', 'fagget', 'faggott', 'faggit', 'fagit', 'faggot', 'fagett', 'faggot-stitch', 'ffagott']",Laverbread,No,['verbalized-GLM-4.6V-Flash']
Which of the Noble Gases takes its name from the Greek for 'hidden' ?,"['krypton', 'krypton (programming language)', 'krypton programming language']",Helium,No,['verbalized-Qwen3.5-4B']
Which of the Noble Gases takes its name from the Greek for 'hidden' ?,"['krypton (programming language)', 'krypton', 'krypton programming language']",Argon,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
Which of the Noble Gases takes its name from the Greek for 'hidden' ?,"['krypton', 'krypton (programming language)', 'krypton programming language']",Neon,No,"['is_true-GLM-4.6V-Flash', 'is_true-Ministral-3-8B-Instruct-2512', 'label_prob-GLM-4.6V-Flash', 'label_prob-Ministral-3-8B-Instruct-2512', 'verbalized-GLM-4.6V-Flash', 'verbalized-Ministral-3-8B-Instruct-2512']"
Which of the Noble Gases takes its name from the Greek for 'hidden' ?,"['krypton', 'krypton programming language', 'krypton (programming language)']",Radon,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Which popular newsreader resigned from ITN in 1979?,['reginald bosanquet'],John Birt,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Which popular newsreader resigned from ITN in 1979?,['reginald bosanquet'],John Humphrys,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
Which popular newsreader resigned from ITN in 1979?,['reginald bosanquet'],John Simpson,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
Which popular newsreader resigned from ITN in 1979?,['reginald bosanquet'],Michael Buerk,No,['verbalized-Qwen3.5-4B']
Which popular newsreader resigned from ITN in 1979?,['reginald bosanquet'],Richard Baker,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512', 'verbalized-Ministral-3-8B-Instruct-2512']"
Which play by Sir Peter Shaffer was made into a film with Tom Hulce in the title role?,"['amadeus (play)', 'amadeus', 'amadeus play']",Amadeus**.,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Which play by Sir Peter Shaffer was made into a film with Tom Hulce in the title role?,"['amadeus (play)', 'amadeus', 'amadeus play']",Equus,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
In which city was the wheelchair bound Robert Ironside Chief of detectives?,"['city that knows how', 'the hamlin school', 'the city that knows how', 'san francisco california united states', 'san francisco county california', 'un/locode:ussfo', 'sanchez street', 'san fransisco, ca', 'city and county of san francisco california', 'san francisco usa', 'the city by the bay', 'san francisco, california, u.s.', 'san fransico county, california', 'more reading about san francisco', 'san fransisco', 'san francisco county, california', 'san fransisco, california', 'san francisco, united states', 'san francisco california', 'san francisco, calif', 'san francisco, united states of america', 'san francisco calif', 'city and county of san francisco', 'city county of san francisco', 'san francisco county', 'sf, ca', 'san fransico county california', 'san franciscans', 'city of san francisco california', 'city & county of san francisco', 'mckinley elementary school san francisco', 'demographics of san francisco', 'san francisco, calif.', 'san fransico', 'san fran california', 'un locode ussfo', 'old gold mountain', 'san francisco california u s', 'san francisco ca united states', 'san fran', 'mclaren california', 'crime in san francisco', 'san francisco, california', 'mclaren, california', 'san francisco, ca.', 'county of san francisco, california', 'san francisco (city and county)', 'san fransico, california', 'climate of san francisco', 'city by the bay', 'san-francisco', 'radio stations in san francisco', 'baking arts', 'san francisco (calif.)', 'city by bay', 'san francisco', 'san francisco, california, u.s.a.', 'san francisco california usa', 'city of san francisco', 'san francisco, california, united states', 'san francisco california us', 'san pancho', 'baghdad by the bay', 'san francisco united states of america', 'san fransico california', 'san francisco, usa', 'san francisco radio stations', 'city and county of san francisco, california', 'san fransisco california', 'san fran, california', 'san franciso', 'san fransisco ca', 'san francisco county, ca', 'baghdad by bay', 'san francisco ca', 'san francisco county ca', 'san francisco (county)', 'the weather in san francisco', 'san francisco, ca', 'san franciscan', 'san franscisco', 'san francisco us ca', 'sf ca', 'san fransciso', 'san francisco, ca, united states', 'san francisco, california, usa', 'san francisco (ca)', 'san-fransisco', 'hamlin school', 'county of san francisco', 'san francisco, us-ca', 'friscoe', 'weather in san francisco', 'san francisco city and county', 'san francisco united states', 'sanfracisco', 'county of san francisco california', 'city of san francisco, california', 'san francisco, california, us']",Chicago,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
In which city was the wheelchair bound Robert Ironside Chief of detectives?,"['sf, ca', 'san francisco california u s', 'san francisco ca united states', 'san francisco county ca', 'san francisco', 'san francisco california united states', 'san francisco, calif.', 'city of san francisco', 'san franscisco', 'san fransciso', 'san franciscan', 'san francisco, california, united states', 'san fransisco california', 'old gold mountain', 'san francisco, us-ca', 'san francisco california us', 'san francisco, usa', 'sf ca', 'san francisco usa', 'baghdad by bay', 'san fran', 'mclaren, california', 'county of san francisco california', 'san francisco, california, u.s.', 'city county of san francisco', 'san fransisco, california', 'hamlin school', 'city and county of san francisco', 'san francisco, ca', 'san francisco, california, usa', 'city by the bay', 'san francisco, united states', 'city and county of san francisco california', 'city and county of san francisco, california', 'san fransico, california', 'san fransico county california', 'san francisco (city and county)', 'sanfracisco', 'radio stations in san francisco', 'san francisco county, california', 'un/locode:ussfo', 'baghdad by the bay', 'san francisco county california', 'the city by the bay', 'san franciscans', 'san pancho', 'crime in san francisco', 'sanchez street', 'friscoe', 'san-fransisco', 'san francisco us ca', 'san francisco (county)', 'san fransisco', 'the city that knows how', 'san francisco, calif', 'san fransisco, ca', 'san francisco, ca, united states', 'san francisco, california, u.s.a.', 'un locode ussfo', 'baking arts', 'san fransico california', 'the weather in san francisco', 'san franciso', 'climate of san francisco', 'san francisco, united states of america', 'san francisco (ca)', 'san francisco united states of america', 'mckinley elementary school san francisco', 'demographics of san francisco', 'san francisco, ca.', 'mclaren california', 'san fran, california', 'san francisco united states', 'san francisco, california', 'san francisco california', 'the hamlin school', 'city of san francisco, california', 'san fransisco ca', 'city by bay', 'weather in san francisco', 'city that knows how', 'san francisco calif', 'san-francisco', 'san francisco california usa', 'san fransico', 'san francisco city and county', 'san francisco radio stations', 'san francisco (calif.)', 'san fransico county, california', 'san francisco county, ca', 'county of san francisco', 'city of san francisco california', 'more reading about san francisco', 'san fran california', 'city & county of san francisco', 'county of san francisco, california', 'san francisco ca', 'san francisco, california, us', 'san francisco county']",Birmingham,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
In which city was the wheelchair bound Robert Ironside Chief of detectives?,"['san francisco, california, usa', 'san franciso', 'city and county of san francisco', 'sanchez street', 'san francisco california us', 'san francisco, united states', 'san fransciso', 'san fransisco california', 'san francisco united states', 'friscoe', 'san fransico california', 'city and county of san francisco california', 'baking arts', 'mclaren, california', 'san francisco us ca', 'san franscisco', 'climate of san francisco', 'county of san francisco', 'city and county of san francisco, california', 'baghdad by the bay', 'san francisco, california, us', 'san francisco, usa', 'san fransico, california', 'hamlin school', 'san francisco, us-ca', 'city by bay', 'san fransico', 'san fransisco', 'san francisco, ca, united states', 'mclaren california', 'san francisco city and county', 'san francisco, ca', 'more reading about san francisco', 'crime in san francisco', 'san fran california', 'san francisco, united states of america', 'san francisco (calif.)', 'san francisco california', 'san francisco county ca', 'the city that knows how', 'san francisco', 'san francisco (county)', 'city of san francisco california', 'san francisco radio stations', 'san franciscans', 'san francisco county, ca', 'city of san francisco', 'mckinley elementary school san francisco', 'san francisco county', 'baghdad by bay', 'the hamlin school', 'san fransico county california', 'san fransico county, california', 'un locode ussfo', 'san francisco, ca.', 'san fran', 'san francisco, california, u.s.a.', 'san-fransisco', 'county of san francisco, california', 'san francisco california united states', 'san-francisco', 'the city by the bay', 'san francisco california usa', 'san fransisco, california', 'san francisco ca', 'san francisco county, california', 'city that knows how', 'the weather in san francisco', 'san pancho', 'san francisco (ca)', 'san francisco, california, united states', 'san francisco county california', 'old gold mountain', 'sf, ca', 'city by the bay', 'san francisco, calif.', 'un/locode:ussfo', 'san fran, california', 'san fransisco, ca', 'city county of san francisco', 'san francisco united states of america', 'city & county of san francisco', 'sf ca', 'san francisco ca united states', 'san francisco, calif', 'san fransisco ca', 'san francisco, california, u.s.', 'city of san francisco, california', 'radio stations in san francisco', 'san francisco (city and county)', 'san francisco california u s', 'san francisco, california', 'san franciscan', 'demographics of san francisco', 'sanfracisco', 'san francisco usa', 'weather in san francisco', 'county of san francisco california', 'san francisco calif']",New York City,No,['verbalized-Ministral-3-8B-Instruct-2512']
